NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY /ORGANIZATION,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,SUMMARY,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE ADDED,Sys_BatchID
11518,GPHIN00396,GPHIN,396,WPRO,Singapore,SGP,702,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"On 4 February, Singapore's MOH confirmed four 2019-nCoV cases involve human-to-human transmission, which were identified as a result of enhanced surveillance at our hospitals. The MOH stresseds that Singapore has measures implemented towards finding, preventing and containing the risk of spread beyond such local clusters to the broader community. The are urging the public to enhance personal hygiene and environmental cleaning, as current evidence suggests that the likely modes of transmission are mainly through contact with droplets from infected individuals. MOH is taking actions to protect vulnerable groups, including young children and the elderly. Eldercare facilities are asked to suspend external excursions and large scale gatherings. MOH will continue tp expand surveillance efforts to conduct 2019-nCoV testing on all individuals with pneumonia at our hospitals. MOH is consider additional measures to reduce human-to-human interactions, such as cancelling mass gatherings, suspending schools, and paring down non-essential care services, to slow the spread of disease, in case broader community spread happens.",,,,Official,https://www.moh.gov.sg/news-highlights/details/confirmed-cases-of-local-transmission-of-novel-coronavirus-infection-in-singapore,,2020-02-04,,2020-02-04,9261
12611,GPHIN01243,GPHIN,1243,WPRO,China,CHN,156,other,Taiwan,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"The Central Epidemic Command Center (CECC) on 17 February announced that starting 20 February, children will be eligible for four face masks every seven days as a result of the increased production of requisitioned face masks and the need to prepare children to return to school.
Starting February 20, each location permitted to sell face masks, including NHI contracted pharmacies and local district public health centers, will be supplied with 400 adult masks and 200 child-size masks a day, an increase from 200 adult masks and 50 masks for children.",,,,Official,https://www.cdc.gov.tw/En/Bulletin/Detail/mqyviJNmR7zsIVawVOiaAA?typeid=158,,2020-02-18,,2020-02-18,9261
19619,GPHIN05910,GPHIN,5910,AMRO,United States Of America,USA,840,national,,,,TESTING & CASE DETECTION,3.1,Surveillance and response measures,Detecting and isolating cases,,,,,"Johns Hopkins University has launched a data-rich, U.S.-focused coronavirus tracking map, adding to existing efforts that have made the university a go-to global resource for tracking confirmed cases of COVID-19 and related data over the past three months.  The new map features county-level infection and population data, allowing policymakers, the media, and the public to find specific, up-to-date information about the outbreak and how it is affecting communities across the nation.",,,,Official,https://hub.jhu.edu/2020/04/14/johns-hopkins-launches-us-coronavirus-tracking-map/,,2020-04-14,,2020-04-14,9261
12287,GPHIN00967,GPHIN,967,WPRO,China,CHN,156,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"China will take measures to prevent the spread of the novel coronavirus (COVID-19) in colleges and universities.
1)The Ministry of Education has required postponement of school semesters amid the COVID-19 outbreak. 2) Colleges and universities will reopen on a staggered schedule to avoid travel peaks of students and all schools must carry out disinfections after reopening. 3) Students coming from areas hard hit by the coronavirus epidemic. 4) Those with close contacts of confirmed cases or those having symptoms such as fever and cough, might need to be put in quarantine. 5) Other students will need to have their health conditions checked on a daily basis. 6) Students from Hubei Province will not be able to leave for schools outside the province until they meet local requirement,",,,,Official,http://www.china.org.cn/china/2020-02/12/content_75698867.htm,,2020-02-12,,2020-02-12,9261
11793,GPHIN00583,GPHIN,583,WPRO,Australia,AUS,36,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"The advice of the Department of Foreign Affairs and Trade (DFAT) for travel to mainland China is 'level 4 – do not travel’. 
The Australian Health Protection Principal Committee (AHPPC) meets daily to make recommendations to adapt Australia’s response to the 2019-nCoV outbreak. Officials say Australia have in place border, isolation, surveillance and case tracing mechanisms, and health emergency response arrangements are flexible and scalable.  The advice of the Department of Foreign Affairs and Trade (DFAT) is in touch with those Australians who have asked for assistance to leave China. The Australian and Chinese Governments are working together on a second assisted departure from Wuhan to Australia for these people.",,,,Official,https://www.health.gov.au/news/coronavirus-update-at-a-glance,,2020-02-06,,2020-02-06,9261
14345,GPHIN02429,GPHIN,2429,AMRO,United States Of America,USA,840,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"On 2 March, the City of Redmond in Washington State declared a state of emergency due to the coronavirus, according to a news release from the city.  Redmond is best known as the worldwide headquarters of Microsoft and is only 4 miles from Kirkland, Washington, where six patients died after contracting coronavirus infections, and dozens of first responders are in quarantine.",,,,Official,https://content.govdelivery.com/accounts/WAREDMOND/bulletins/27edb0e,,2020-03-03,,2020-03-03,9261
16567,GPHIN04181,GPHIN,4181,AFRO,South Sudan,SSD,728,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"HealthNet TPO offices are taking necessary preventative measures with good hand hygiene and social distancing andhave cancelled all meetings and field trips. In South Sudan, the healthcare systems are not adequate to cope with an outbreak as seen here in Europe. Prevention is vital and HealthNet TPO are now educating communities about the importance of hand washing and other preventative measures against the spread of the coronavirus using videos created by ViDi.",,,,Official,https://reliefweb.int/report/afghanistan/statement-healthnet-tpo-corona-virus,,2020-03-24,,2020-03-24,9261
11493,GPHIN00384,GPHIN,384,WPRO,China,CHN,156,other,Taiwan,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"The Central Epidemic Command Center (CECC) pointed out that the first batch of 247 Taiwanese businessmen evacuated from Wuhan, China arrived in Taiwan around midnight on 4 February. Among these evacuees, three individuals were sent to negative pressure isolation wards directly due to resporatory or digest system symptoms. CECC urges the public to remain calm as all evacuees will be placed under quarantine and will not be allowed to leave their rooms and will not have any contact with nearby residents.",,,,Official,https://www.cdc.gov.tw/En/Bulletin/Detail/0vzwOe6cFoQVbqLeybr9Yg?typeid=158,,2020-02-04,,2020-02-04,9261
11703,GPHIN00528,GPHIN,528,WPRO,China,CHN,156,other,Hong Kong,,,OTHER,9,Coding required,Coding required,Coding required,,,,"As of 5 February, police in Hong Kong had received 109 relevant reports, totaling a monetary loss of about $580,000 due to scams making fraudulent claims through online shopping platforms that they have surgical masks for sale, taking advantage of the tight supply of surgical masks in the society . Six men and two women were arrested for obtaining properties by deception. 
The Cyber Security and Technology Crime Bureau is co-ordinating various Police Districts in devising the strategies to tackle the situation, such as enhancing intelligence gathering and cyber patrol, etc. Police will timely take law enforcement action should the evidence warrant. Active investigations are underway and further arrests are likely.",,,,Official,http://www.info.gov.hk/gia/general/202002/06/P2020020600589.htm,,2020-02-06,,2020-02-06,9261
11494,GPHIN00384,GPHIN,384,WPRO,China,CHN,156,other,Taiwan,,,REPATRIATION,10,Not of interest,Not of interest,Not of interest,,,,"The Central Epidemic Command Center (CECC) pointed out that the first batch of 247 Taiwanese businessmen evacuated from Wuhan, China arrived in Taiwan around midnight on 4 February. Among these evacuees, three individuals were sent to negative pressure isolation wards directly due to resporatory or digest system symptoms. CECC urges the public to remain calm as all evacuees will be placed under quarantine and will not be allowed to leave their rooms and will not have any contact with nearby residents.",,,,Official,https://www.cdc.gov.tw/En/Bulletin/Detail/0vzwOe6cFoQVbqLeybr9Yg?typeid=158,,2020-02-04,,2020-02-04,9261
11362,GPHIN00305,GPHIN,305,EURO,United Kingdom Of Great Britain And Northern Ireland,GBR,826,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"On 3 February, the Government of United Kingdom stressed that  the risk to individuals in the UK has not changed, after the confirmation of 2 cases of 2019-nCoV in the country. In addition to the travellers from Wuhan and Hubei Province, travellers from elsewhere in China are also urged to stay indoors and avoid contact with other people as you would have the flu and call NHS 111 to inform them of your recent travel to the country, if they have flu-like symptoms. As of 3 February, a total of 326 UK tests have concluded, of which 324 were confirmed negative and 2 positive.",,,,Official,https://www.gov.uk/guidance/wuhan-novel-coronavirus-information-for-the-public#advice-for-travellers-from-china,,2020-02-03,,2020-02-03,9261
20141,GPHIN06239,GPHIN,6239,AMRO,United States Of America,USA,840,national,,,,TESTING & CASE DETECTION,3.1,Surveillance and response measures,Detecting and isolating cases,,,,,The FDA announced a further expansion of COVID-19 testing options through the recognition that spun synthetic swabs – with a design similar to Q-tips – could be used to test patients by collecting a sample from the front of the nose.,,,,Official,https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-fda-gates-foundation-unitedhealth-group-quantigen-and-us-cotton,,2020-04-17,,2020-04-17,9261
18445,GPHIN05346,GPHIN,5346,AMRO,Canada,CAN,124,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"On 5 April, the Minister of International Development announced the allocation of $159.5 million in funding to support international efforts to fight the COVID-19 pandemic.",,,,Official,https://www.canada.ca/en/global-affairs/news/2020/04/canadas-support-for-international-efforts-to-fight-the-covid-19-pandemic.html,,2020-04-07,,2020-04-07,9261
