COUNTRY /ORGANIZATION,DATE ADDED,SOURCE,GPHIN ID,SUMMARY,LAND SCREENING,BORDER CLOSING,AIRPORT SCREENING: ENTRY,AIRPORT SCREENING: EXIT,QUARANTINE / MONITORING,TRAVEL ADVISORY,TRAVEL BAN,TRADE BANS,EDUCATION CAMPAIGN,MASS GATHERING CANCELLATION,REPATRIATION,VACCINE/MCM DEPLOYED,RESEARCH ADVANCEMENT,COMMENTS
Airlines,2/12/2020,Media,,"China Airlines and EVA Airways, Taiwan's two leading carriers, on 11 February said that they will cut some of their flights on the Philippines route, after the government of Philippines extended its travel restrictions to Taiwan due to the novel coronavirus epidemic.
The three Philippine carriers (Philippines AirAsia, Cebu Pacific Air and Philippine Airlines) operating in Taiwan also decided to cancel all of their flights between the two countries on the same day.",,,,,,,x,,,,,,,https://focustaiwan.tw/business/202002110018
Airlines,2/12/2020,Media,1006292600,South African Airways (SAA) has announced that flights to Guangzhou and Hong Kong will be suspended due to the novel coronavirus outbreak. All passengers with tickets for flights cancelled from 1 March 2020 will receive a full refund. ,,,,,,,x,,,,,,,https://gphin.canada.ca/cepr/showarticle.jsp?docId=1006292600
Airlines,2/12/2020,Media,," Japan Airlines, All Nippon Airways and Jetstar have announced separately they would suspend some flights between Japan and China in response to the outbreak of the new coronavirus.",,,,,,,x,,,,,,,https://www.japantimes.co.jp/news/2020/02/04/business/jetstar-japan-suspend-shanghai-flights-coronavirus/#.XkRPHzFKg2w
Airlines,2/12/2020,Media,,"Air China has cancelled all flights to Athens, Greece from February 17 to March 18 as a precaution to stem the novel coronavirus outbreak, a company official in Greece said.",,,,,,,,x,,,,,,https://www.aljazeera.com/news/2020/02/china-coronavirus-outbreak-latest-updates-200211234637415.html
Airlines,2/12/2020,Media,,"South Korea's Asiana Airlines has asked members of its cabin crew to take unpaid leave following the suspension of flights to China, a company spokesman said on 12 February. ",,,,,,,,,x,,,,,https://www.aljazeera.com/news/2020/02/china-coronavirus-outbreak-latest-updates-200211234637415.html
Airlines,2/18/2020,Media,1006339576,"Singapore Airlines (SIA) on 18 February announced that more than 700 Singapore Airlines and SilkAir flights between Singapore and countries like Japan, South Korea, Germany and the United States between March and May have been cancelled due to weak demand amid the coronavirus epidemic.",,,,,,,x,,,,,,,https://www.straitstimes.com/singapore/coronavirus-sia-silkair-cancels-more-than-100-flights-between-march-and-may-due-to-weak
Airlines,2/18/2020,Media,,"The three biggest airline operators -- Air China, China Eastern and China Southern -- refunded 13 million tickets and canceled 78,000 flights between 20 January and 13 February.",,,,,,,,x,,,,,,https://www.cnn.com/asia/live-news/coronavirus-outbreak-02-18-20-intl-hnk/index.html
Airlines,2/18/2020,Media,1006339575,"Hong Kong Airlines will stop offering passengers in-flight meals on all of its flights starting 19 February in an effort to lower the risk of spreading the COVID-19. Also duvets, blankets and pillows will not be offered, and a choice of magazines will not be provided. ",,,,,,,,,,,,,,https://www.businesstraveller.com/business-travel/2020/02/18/coronavirus-hong-kong-airlines-will-stop-offering-passengers-in-flight-meals/
Airlines,2/18/2020,Media,,"Thai Airways has cut services between Singapore, South Korea, mainland China and Bangkok due to a fall in demand caused by the novel coronavirus outbreak.  ",,,,,,,x,,,,,,,https://www.businesstraveller.com/business-travel/2020/02/17/coronavirus-thai-airways-cuts-flights-to-singapore-and-south-korea-extends-suspension-on-china-flights/
Airlines,2/18/2020,Media,1006333009,"Russian national carrier Aeroflot said on 17 February that it is suspending some flights to China due to lower demand amid the coronavirus outbreak. The carrier will fly to Beijing and Shanghai once instead of twice a day from 18 February to 28 March. Aeroflot also suspended some flights to the southern city of Guangzhou on Monday and to Chinese-ruled Hong Kong, starting from 1 March, but still will keep flying four times a week to each city.
All other major Russian airlines stopped flying to China on 31 January.",,,,,,,x,,,,,,,https://nationalpost.com/pmn/health-pmn/russian-state-airline-suspends-some-flights-to-china
Airlines,2/20/2020,Media,,"KLM, the Dutch arm of Air France KLM, on 20 February said it would extend a ban on flights to China because of the coronavirus outbreak. All KLM flights to Beijing and Shanghai will be suspended until 28 March.",,,,,,,,,,,,,,
Airlines,2/20/2020,Media,1006352391,Egyptair on 20 February said it would resume some flights to and from China starting next week. The national airline suspended all flights to China in early February over the novel coronavirus outbreak.,,,,,,,,,,,,,,https://www.aljazeera.com/news/2020/02/cloneofcloneofcloneofcloneof200215224437270-2002-200219231442918.html
Airlines,2/20/2020,Media,1006347857,"Qantas is reducing its flights from Australia to Asia as the coronavirus outbreak worsens and threatens to slash up to $150million from its earnings. The Sydney to Shanghai service, Qantas International's main route to mainland China, was suspended last week and will remain so, Qantas said on Thursday 20 February. Direct services to Hong Kong from Brisbane will be reduced from seven to four while flights from Melbourne will be trimmed from seven to five. Chinese cities won't the only ones affected, with Qantas also announcing it will reduce by 250 the number available seats on Melbourne to Singapore flights.",,,,,,x,x,,,,,,,https://www.dailymail.co.uk/news/article-8022327/Qantas-confirms-cut-filghts-China-Hong-Singapore-coronavirus-outbreak-worsens.html?ns_mchannel=rss&ns_campaign=1490&ito=1490
Airlines,2/21/2020,Media,, Kuwait Airways suspended all flights to Iran on 20 Februrary.   ,,,,,,,x,,,,,,,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-02-21-20-intl-hnk/index.html
Airlines,2/21/2020,Media,1006359580,"Over 200,000 flights have now been cancelled or proactively removed from schedules to, from and within China due to COVID-19 (coronavirus), according to Cirium, a flight data aggregator. 
The figure – which accounts for over two-thirds of China’s originally scheduled flights – dates from when the authorities restricted travel in and out of Wuhan Tianhe International Airport on January 23 to February 18 this year. 
A total of 99,254 flights have not flown against the adjusted schedule between January 23 and February 18 of which domestic flights accounting for 89% of the total figure. 
However, Cirium data shows more international carriers are cancelling flights, particularly those linking to Greater China.
",,,,,,,x,,,,,,,https://www.eastmojo.com/news/2020/02/21/over-2-lakh-flights-cancelled-since-coronavirus-outbreak-cirium
Airlines,2/21/2020,Media,1006358889,"China’s largest freighter operator SF Airlines has resumed flights to Frankfurt Hahn ahead of schedule in order to meet demand for medical supplies following the novel coronavirus outbreak. The airline said that its Wuxi-Chongqing-Hahn-Wuxi service restarted on 14 February following the extended Chinese New Year holiday break.
The airline said that the flights would also cater for exports of consumer electronics from China to Europe, helping brands in Suzhou, Wuxi and Changzhou resume work. At the same time, it will also bring back parts and materials needed for Chinese domestic manufacturers, such as auto parts and textile machine tools.",,,,,,,,,,,,,,https://www.aircargonews.net/airlines/freighter-operator/sf-airlines-resumes-european-flights-for-coronavirus-shipments/
Airlines,2/21/2020,Media,1006359936,"Qatar Airways has shipped five cargo planes to China with some 300 tons of medical supplies donated by the airline to support the country in the face of the health crisis caused by the novel coronavirus outbreak. The five planes departed on 21 February bound for Beijing, Shanghai and Guangzhou as part of the offer of the free airtransport airline for medical aid cargo organized by Chinese embassies and consulates around the world.",,,,,,,,,,,,,,https://gphin.canada.ca/cepr/showarticle.jsp?docId=1006359936
Airlines,2/23/2020,Media,1006372279,"Kuwait Airways announced on Saturday 22 February that several special flights to the Iranian city of Mashhad will operate in order to evacuate more than 700 people 23 February. 
The airline suspended all flights to Iran on Thursday 20 February but said it would operate evacuation flights as and when the need arises.
",,,,,x,x,x,,,x,,,,https://crofsblogs.typepad.com/h5n1/2020/02/covid-19-kuwait-airways-announces-flights-to-mashhad-to-evacuate-more-than-700-people.html
Airlines,2/24/2020,Media,,"Thai AirAsia X, the international brand of Air Asia, announced the cancellation of some flights operating to and from South Korea from March 6-27. Passengers are being offered a range of options.",,,,,,,x,,,,,,,https://thethaiger.com/hot-news/coronavirus/coronavirus-update-spark-in-cases-in-italy-and-south-korea-air-asia-cancels-flights
